ticker,name,legalname,sic,stockexchange,shortDescription,longDescription
PHM,PulteGroup Inc,PULTEGROUP INC/MI/,1531,NYSE,PulteGroup  Inc   engages in the homebuilding business   It is also involves in the mortgage banking and title operations   It operates through the Homebuilding and Financial services business segments   The Homebuilding segment comprises of operations from the Connecticut  Maryland  Massachusetts  New Jersey  New York  Pennsylvania  Rhode Island  Virginia  Georgia  North Carolina  South Carolina  Tennessee  Florida  Illinois  Indiana  Kentucky  Michigan  Minnesota  Missouri  Ohio  Texas  Arizona  California  Nevada  New Mexico  and Washington   The Financial Services segment consists of mortgage banking and title operations   The company was founded by William J   Pulte in 1950 and is headquartered in Atlanta  GA  ,PulteGroup  Inc.  through its subsidiaries  engages primarily in the homebuilding business in the United States. The company is involved in the acquisition and development of land primarily for residential purposes; and the construction of housing on such land. It offers various home designs  including single-family detached  townhouses  condominiums  and duplexes under the Centex  Pulte Homes  Del Webb  DiVosta Homes  and John Wieland Homes and Neighborhoods names. As of December 31  2016  the company controlled 99 279 owned lots and 43 979 lots under land option agreements. It also arranges financing through the origination of mortgage loans  principally for homebuyers; sells the servicing rights for the originated loans; and provides title insurance policies  and examination and closing services to homebuyers. The company was formerly known as Pulte Homes  Inc. and changed its name to PulteGroup  Inc. in March 2010. PulteGroup  Inc. was founded in 1950 and is headquartered in Atlanta  Georgia.
NWL,Newell Brands Inc,NEWELL BRANDS INC,3089,NYSE,Newell Brands  Inc   engages in the manufacture  marketing  and sale of consumer and commercial products   On April 15  2016  Newell Rubbermaid acquired Jarden Corporation  creating a new company  Newell Brands   The new company offers its products under the following brands  Paper Mate  Sharpie  Dymo  EXPO  Parker  Elmer's  Coleman  Jostens  Marmot  Rawlings  Oster  Sunbeam  FoodSaver  Mr   Coffee  Rubbermaid  Commercial Products  Graco  Baby Jogger  NUK  Calphalon  Rubbermaid  Contigo  First Alert  Waddington  and Yankee Candle   It operates through the following segments  Writing  Home Solutions  Tools  Commercial Products  Baby & Parenting  Branded Consumables  Consumer Solutions  Outdoor Solutions  and Process Solutions   The Writing segment includes markers and highlighters; pens and pencils; art products; activity-based adhesive and cutting products; fine writing instruments; and labeling solutions   The Home Solutions segment consists of indoor and outdoor organization  food storage  and home storage products; durable beverage containers; gourmet cookware  bakeware  and cutlery; and hair care accessories   The Tools segment offers hand tools and power tool accessories; industrial bandsaw blades; tools for heating  ventilation  and air conditioning systems; and label makers and printers for industrial use   The Commercial Products segment comprises of cleaning and refuse products  hygiene systems  material handling solutions   The Baby & Parenting segment covers infant and juvenile products such as car seats  strollers  highchairs  and playards   The Branded Consumables segment markets branded consumer products  and consumable and fundamental household staples   The Consumer Solutions segment produces household products  including kitchen appliances and home environment goods   The Outdoor Solutions segment focuses on the products for outdoor and outdoor-related activities   The Process Solutions segment distributes plastic products including container closures  contact lens packaging  medical disposables  plastic cutlery  and rigid packaging   The company was founded in 1903 and is headquartered in Hoboken  NJ  ,Newell Brands Inc. designs  sources  and distributes consumer and commercial products worldwide. The company offers markers and highlighters  pens  and pencils; art products; activity-based adhesive and cutting products; fine writing instruments; and labeling solutions under the Sharpie  Paper Mate  Expo  Prismacolor  Mr.Sketch  Elmer's  X-Acto  Parker  Waterman  and Dymo Office brands. It also provides indoor/outdoor organization  food storage  and home storage products; durable beverage containers; gourmet cookware  bakeware  and cutlery products; and hair care accessories under the Rubbermaid  Contigo  bubba  Calphalon  and Goody brands; and home fragrance products under the WoodWick Candle brand. In addition  the company offers hand and power tool accessories  industrial band saw blades  tools for HVAC systems  and industrial label makers and printers under the Irwin  Lenox  hilmor  and Dymo Industrial brands; cleaning and refuse products  hygiene systems  and material handling solutions under the Rubbermaid Commercial Products brand name; and infant and juvenile products  such as car seats  strollers  highchairs  and playards under the Graco  Baby Jogger  Aprica  and Teutonia brands. Further  it provides branded consumer products  consumables  and household staples under the Yankee Candle  Waddington  Ball  Diamond  First Alert  NUK  Quickie  and Pine Mountain brands; kitchen appliances and home environment products under the Crock-Pot  FoodSaver  Holmes  Mr. Coffee  Oster  Rainbow  and Sunbeam brands; products for outdoor and outdoor-related activities under the Coleman  Jostens  Berkley  Shakespeare  Rawlings  Volkl  K2  and Marmot brands; and plastic products under the Jarden Plastic Solutions  Jarden Applied Materials  and Jarden Zinc Products brands. The company was formerly known as Newell Rubbermaid Inc. and changed its name to Newell Brands Inc. in April 2016. Newell Brands Inc. was founded in 1903 and is headquartered in Hoboken  New Jersey.
AVY,Avery Dennison Corp,Avery Dennison Corp,2670,NYSE,Avery Dennison Corp   engages in the provision of labeling and packaging materials and solutions   Its businesses include the production of pressure-sensitive materials and a variety of tickets  tags  labels  and other converted products   It operates through the following business segments  Pressure-Sensitive Materials  Retail Branding and Information Solutions  and Vancive Medical Technologies   The Pressure-Sensitive Materials segment provides pressure-sensitive labeling technology and materials  films for graphic and reflective applications  performance polymers  and specialty tapes   The Retail Branding and Information Solutions segment designs  manufactures  and sells brand and price tickets  tags and labels  and related services  supplies  and equipment   The Vancive Medical Technologies segment produces pressure-sensitive adhesive products for surgical  wound care  ostomy  and electro medical applications   The company was founded by R   Stanton Avery in 1935 and is headquartered in Glendale  CA  ,Avery Dennison Corporation produces and sells pressure-sensitive materials worldwide. It operates through Label and Graphic Materials (LGM)  Retail Branding and Information Solutions (RBIS)  and Industrial and Healthcare Materials (IHM) segments. The LGM segment offers pressure-sensitive labeling materials; packaging materials and solutions; roll-fed sleeves; engineered films; graphic imaging media; and reflective materials under the Fasson  JAC  and Avery Dennison brands. It serves label converters  package designers  packaging engineers and manufacturers  industrial and sign manufacturers  printers  distributors  designers  advertising and government agencies  and graphics vendors. The RBIS segment designs  manufactures  and sells various branding and information solutions  including creative services  brand embellishments  graphic tickets  tags and labels  sustainable packaging  inventory visibility and loss prevention solutions  data management services  price tickets  printers and scanners  radio-frequency identification inlays and tags  and brand protection and security solutions. This segment serves apparel and footwear brands; manufacturers and retailers; food service  grocery  and pharmaceutical supply chains; consumer goods brands; automotive manufacturers; and transportation companies. The IHM segment offers pressure-sensitive tapes; diaper tapes and closures; fasteners; skin-contact adhesives; surgical  wound care  ostomy  and securement products; and medical barrier films under the Fasson  Avery Dennison  and Vancive brand names. This segment serves tape converters  original equipment and original design manufacturers  construction firms  personal care product manufacturers  manufacturers and retailers  and medical device manufacturers. The company was formerly known as Avery International Corporation and changed its name to Avery Dennison Corporation in 1990. Avery Dennison Corporation was founded in 1935 and is headquartered in Glendale  California.
JLL,Jones Lang LaSalle Inc,JONES LANG LASALLE INC,6531,NYSE,Jones Lang LaSalle  Inc   is a financial and professional services company  which is engaged in providing real estate services   It offers integrated services on a local  regional and global basis to owner  occupier  investor and developer clients seeking increased value by owning  occupying or investing in real estate   The company operates through following geographic segments  Americas  Europe Middle East & Africa  Asia Pacific and LaSalle Investment Management   The each geographic region offers full range of real estate services  including agency leasing and tenant representation  capital markets and hotels  property management  facilities management  project and development management  energy management and sustainability  construction management  and advisory  consulting and valuation services   The LaSalle Investment Management segment provides investment management services to institutional investors and high net worth individuals   Jones Lang LaSalle was founded in April 1997 and is headquartered in Chicago  IL  ,Jones Lang LaSalle Incorporated  a financial and professional services company  provides commercial real estate and investment management services worldwide. It offers a range of real estate services  including agency leasing  project and development management/construction  capital markets  property management  corporate finance  real estate investment banking/merchant banking  energy and sustainability services  research  facility management outsourcing  strategic consulting  technology solutions  advisory services  investment management  tenant representation  lease administration  transaction management  logistics and supply-chain management  valuations  mortgage origination and servicing  and value recovery and receivership services. The company also provides investment management services to institutional and retail investors  including high-net-worth individuals. It offers its services to real estate owners  occupiers  investors  and developers for various property types  including cultural  educational  government  healthcare  laboratory  hotel  hospitality  and sports facilities; industrial  warehouse  office  residential  and retail properties; critical environments  data  and transportation centers; infrastructure projects; military housing; and shopping malls. The company was formerly known as LaSalle Partners Incorporated and changed its name to Jones Lang LaSalle Incorporated in March 1999. Jones Lang LaSalle Incorporated was founded in 1997 and is headquartered in Chicago  Illinois.
WEC,WEC Energy Group Inc,WEC ENERGY GROUP  INC.,4931,NYSE,WEC Energy Group  Inc   is a holding company  which engages in the generation and distribution of electricity and natural gas   It operates through the following segments  Wisconsin; Illinois; Other States; Electric Transmission; We Power; and Corporate and Other   The Wisconsin segment refers to the electric and gas utility operations   The Illinois segment deals with natural gas utility and non-utility activities   The Other States segment pertains to natural gas operations of the firm's subsidiaries   The Electric Transmission segment holds interests in state regulatory commissions   The We Power segment consists of subsidiaries that leases out generating facilities   The Corporate and Other segment refers to the firm's administrative and holding activities   The company was founded in 1981 and is headquartered in Milwaukee  WI  ,WEC Energy Group  Inc.  through its subsidiaries  generates and distributes electric energy. The company operates through Wisconsin  Illinois  Other States  Electric Transmission  We Power  and Corporate and Other segments. It generates electricity from coal  natural gas  oil  hydroelectric  wind  and biomass. The company provides electric utility services to customers in the paper  food products  foundry  mining  printing  and retail industries  as well as to governmental and health services. It also provides retail natural gas distribution services in the state of Wisconsin  as well as transports customer-owned natural gas; and generates  distributes  and sells steam. The company serves approximately 1.6 million electric customers and 2.8 million natural gas customers. In addition  it invests in and develops real estate properties  including business parks and other commercial real estate projects primarily in southeastern Wisconsin. The company was formerly known as Wisconsin Energy Corporation and changed its name to WEC Energy Group  Inc. in June 2015. WEC Energy Group  Inc. was founded in 1981 and is headquartered in Milwaukee  Wisconsin.
MRO,Marathon Oil Corp,MARATHON OIL CORP,1311,NYSE,Marathon Oil Corp   engages in the exploration  production  and marketing of liquid hydrocarbons and natural gas   It operates through the following segments  North America E&P  International E&P  and Oil Sands Mining   The North America E&P segment engages in the explores for  produces  and markets crude oil and condensate  natural gas liquids (NGL)  and natural gas in the United States   The International E&P segment involves exploration  production  and marketing of crude oil and condensate  NGL and natural gas outside of North America; and production and marketing of products manufactured from natural gas such as liquefied natural gas and methanol in Equatorial Guinea   The Oil Sands segment includes mining  extraction  and transport of bitumen from oil sands deposits in Alberta  Canada  and the upgrade of bitumen to produce and market synthetic crude oil and vacuum gas oil   The company was founded in 1887 and is headquartered in Houston  TX  ,Marathon Oil Corporation operates as an energy company. It operates through three segments: North America E&P  International E&P  and Oil Sands Mining. The North America E&P segment develops  explores for  produces  and markets crude oil and condensate  natural gas liquids (NGLs)  and natural gas in North America. The International E&P segment explores for  produces  and markets crude oil and condensate  NGLs  and natural gas in Equatorial Guinea  Gabon  the Kurdistan Region of Iraq  Libya  and the United Kingdom; and produces and markets products manufactured from natural gas  such as liquefied natural gas and methanol in Equatorial Guinea. The Oil Sands Mining segment mines  extracts  and transports bitumen from oil sands deposits in Alberta  Canada; and upgrades the bitumen to produce and market synthetic crude oil and vacuum gas oil. As of December 31  2016  it had rights to participate in developed and undeveloped surface mineable leases totaling approximately 31 000 net acres. The company was formerly known as USX Corporation and changed its name to Marathon Oil Corporation in July 2001. Marathon Oil Corporation was founded in 1887 and is headquartered in Houston  Texas.
TA,TravelCenters of America LLC,TRAVELCENTERS OF AMERICA LLC,5500,NasdaqGS,TravelCenters of America LLC engages in the operation and franchise of travel centers and convenience stores   It products and services include diesel fuel and gasoline  truck repair and maintenance services  full service restaurants  quick serve restaurants  travel and convenience stores  and various driver amenities   It operates through the Travel Center and Convenience Stores segments   The Travel Centers segment composes of truck repair facility and parts store; multiple diesel and gasoline fueling points; and a travel and convenience store  game room  lounge  and other amenities for professional truck drivers and motorists   The Convenience Stores segment includes fueling positions  and multiple merchandise and quick service restaurants offerings    The company was founded on October 10  2006 and is headquartered in Westlake  OH  ,TravelCenters of America LLC operates and franchises travel center  and standalone convenience store and restaurant locations in the United States and Canada. It operates in two segments  Travel Centers and Convenience Stores. The company offers diesel fuel and gasoline  and diesel exhaust fluid; and operates full service restaurants and quick service restaurants (QSRs). It also operates truck repair and maintenance facilities that offer oil change  wheel alignment  tire repair  and diesel filter cleaning  as well as air conditioning  brakes  and electrical systems diagnostics and repair services. In addition  the company provides RoadSquad  a roadside truck service; RoadSquad Connect  a centralized call center; RoadSquad OnSite  a truck and trailer repair service at customer facilities; and Reserve-It!  a parking program  as well as operates travel and convenience stores that offer packaged food and snack items  beverages  non-prescription drug and beauty supplies  batteries  automobile accessories  tobacco products  and music and video products. Further  it offers information center  banking desk  Wi-Fi Internet access  laundry  private shower  exercise facility  and theater or big screen television room services to drivers. The company serves trucking fleets and drivers  independent truck drivers  highway and local motorists  and casual diners. As of December 31  2016  it operated 255 travel centers under the TravelCenters of America  TA  Petro Stopping Centers  and Petro brands; 233 convenience stores under the Minit Mart brand; approximately 200 full service restaurants under the Iron Skillet and Country Pride brands; approximately 430 QSRs under Arby's  Burger King  Dunkin' Donuts  Pizza Hut  Popeye's Chicken & Biscuits  Starbuck's Coffee  Subway  Taco Bell  O'Deli's Subs  Godfather's Pizza  and Hunt Brothers Pizza brands; and 52 standalone restaurants under the Quaker Steak & Lube brand. The company was founded in 1992 and is headquartered in Westlake  Ohio.
URI,United Rentals Inc,UNITED RENTALS INC /DE,7359,NYSE,United Rentals  Inc   is a holding company  which through its subsidiary  engages in the equipment rental business   It offers rent to construction and industrial companies  manufacturers  utilities  municipalities  homeowners and government entities   The company operates through two segments  General Rentals; and Trench  power and pump   The General Rentals segment engages in the rental of construction  aerial and industrial equipment  general tools and light equipment  and related services and activities   The trench  power and pump segment includes the rental of specialty construction products and related services   It comprises of Trench Safety region  which rents trench safety equipment such as trench shields  aluminum hydraulic shoring systems  slide rails  crossing plates  construction lasers and line testing equipment for underground work  the Power and HVAC region  which rents power and HVAC equipment such as portable diesel generators  electrical distribution equipment  and temperature control equipment including heating and cooling equipment  the Pump Solutions region  which rents pumps primarily used by energy and petrochemical customers   United Rentals was founded by Bradley S   Jacobs in 1997 and is headquartered in Greenwich  CT  ,United Rentals  Inc.  through its subsidiaries  operates as an equipment rental company. It operates in two segments  General Rentals; and Trench  Power  and Pump. The General Rentals segment engages in the rental of general construction and industrial equipment  such as backhoes  skid-steer loaders  forklifts  earthmoving equipment  and material handling equipment; aerial work platforms  such as boom lifts and scissor lifts; and general tools and light equipment comprising pressure washers  water pumps  and power tools. This segment serves construction and industrial companies  manufacturers  utilities  municipalities  and homeowners. The Trench  Power  and Pump segment is involved in the rental of specialty construction products  including trench safety equipment  such as trench shields  aluminum hydraulic shoring systems  slide rails  crossing plates  construction lasers  and line testing equipment for underground work; power and HVAC equipment  which consists of portable diesel generators  electrical distribution equipment  and temperature control equipment; and pumps primarily used by energy and petrochemical customers. It serves construction companies involved in infrastructure projects  municipalities  and industrial companies. The company also sells new equipment  such as aerial lifts  reach forklifts  telehandlers  compressors  and generators; contractor supplies  including construction consumables  tools  small equipment  and safety supplies; and parts for equipment that are owned by the company's customers  as well as provides repair and maintenance services. It sells its used equipment through its sales force  brokers  and Website  as well as at auctions and directly to manufacturers. As of January 1  2017  the company operated 887 rental locations in the United States and Canada. United Rentals  Inc. was founded in 1997 and is headquartered in Stamford  Connecticut.
ORI,Old Republic International Corp,OLD REPUBLIC INTERNATIONAL CORP,6351,NYSE,Old Republic International Corp   operates as a holding company  which engages in the business of insurance underwriting and related services   It operates through the following segments  General Insurance Group  Title Insurance Group  Republic Financial Indemnity Group Run-off Business  and Corporate and Other   The General Insurance Group segment involves in providing property and liability insurance to commercial clients   The Title Insurance Group segment includes issuance of policies to real estate purchasers and investors   The Republic Financial Indemnity Group Run-off Business segment consists of mortgage guaranty and consumer credit indemnity operations   The company was founded in 1923 and is headquartered in Chicago  IL  ,Old Republic International Corporation  through its subsidiaries  engages in the insurance underwriting and related services business primarily in the United States and Canada. It operates through three segments: General Insurance Group  Title Insurance Group  and the Republic Financial Indemnity Group Run-off Business. The General Insurance Group segment offers automobile extended warranty  aviation  commercial automobile  commercial multi-peril  general liability  home warranty  inland marine  travel accident  and workers' compensation insurance products; and financial indemnity products for specialty coverages  including errors and omissions  directors and officers  fidelity  guaranteed asset protection  and surety. This segment provides its insurance products to businesses  government  and other institutions in transportation  commercial construction  healthcare  education  retail and wholesale trade  forest products  energy  general manufacturing  and financial services industries. The Title Insurance Group segment offers lenders' and owners' title insurance policies to real estate purchasers and investors based upon searches of the public records. This segment also provides escrow closing and construction disbursement services; and real estate information products  national default management services  and various other services pertaining to real estate transfers and loan transactions. The Republic Financial Indemnity Group Run-off Business segment offers private mortgage insurance coverage that protects mortgage lenders and investors from default related losses on residential mortgage loans made primarily to homebuyers. It is also involved in the consumer credit indemnity run-off business. Old Republic International Corporation was founded in 1887 and is based in Chicago  Illinois.
WIN,Windstream Holdings Inc,WINDSTREAM HOLDINGS  INC.,4813,NasdaqGS,Windstream Holdings  Inc   engages in the provision of communications and technology solutions   It operates through the following segments  Consumer and Small Business-ILEC; Carrier; Enterprise; and Small Business-CLEC   The Consumer and Small Business-ILEC segment manages the residential and small business customers who reside in markets in which the incumbent local exchange carrier due to similarities with respect to service offerings  marketing strategies and customer service delivery   The Carrier segment provides products and services to other communications services providers  including special access services  which provide network access and transport services to end users  and fiber-to-tower connections to support backhaul services to wireless carriers   The Enterprise segment offers integrated voice and data services  which deliver voice and broadband services over a single Internet connection; multi-site networking services which provides a fast and private connection between business locations  as well as a variety of other data services  including cloud computing and collocation and managed services as an alternative to traditional information technology infrastructure   The Small Business-ILEC segment provides integrated voice and data services  advanced data and traditional voice and long-distance services  as well as value added services including online backup  managed web design and web hosting  and various e-mail services   The company was founded on August 30  2013 and is headquartered in Little Rock  AR  ,Windstream Holdings  Inc. provides network communications and technology solutions in the United States. Its ILEC Consumer and Small Business segment offers consumer services  including high-speed Internet access; Internet security services; online backup services; basic local telephone services and long-distance services  as well as call waiting  caller identification  call forwarding  and other services; and video services  as well as owns and operates cable television franchises  and sells and leases equipment to support its consumer high-speed Internet and voice services. It also provides services for small business comprising high-speed Internet access  online backup solution  remote tech help services  Web and audio conferencing services  managed Web design services  Web and e-mail hosting services  and fax-to-e-mail services  as well as voice services. This segment serves approximately 1.5 million residential and small business customers. The company's Wholesale segment provides products and services to other communications services providers  such as special access services  which provide network access and transport services to end users; and fiber-to-tower connections to support backhaul services to wireless carriers. It also offers voice and data carrier services to other communications providers  as well as to larger-scale purchasers of network capacity. Its Enterprise segment provides integrated voice and data services  which deliver voice and broadband services over a single Internet connection; multi-site networking services; and other data services  including cloud computing and collocation  and managed services. The company's CLEC Consumer and Small Business segment offers integrated voice and data services  advanced data  and traditional voice and long-distance services  as well as online backup  remote IT  managed Web design  Web hosting  and e-mail services. Windstream Holdings  Inc. was incorporated in 2013 and is based in Little Rock  Arkansas.
HOT,Starwood Hotels & Resorts Worldwide Inc,STARWOOD HOTELS & RESORTS WORLDWIDE  LLC,7011,NYSE,Starwood Hotels & Resorts Worldwide  Inc    together with its subsidiaries  operates as a hotel and leisure company worldwide   The company owns  operates  and franchises luxury and upscale full-service hotels  resorts  residences  retreats  sel      ,Starwood Hotels & Resorts Worldwide  Inc.  together with its subsidiaries  operates as a hotel and leisure company worldwide. The company owns  operates  and franchises luxury and upscale full-service hotels  resorts  residences  retreats  select-service hotels  and extended stay hotels under the St. Regis  The Luxury Collection  W  Westin  Le M̩ridien  Sheraton  Four Points  Aloft  Tribute Portfolio  and Element brand names. It also provides financing to customers who purchase such interests. In addition  the company develops  markets  and sells residential units at mixed use hotel projects. As of December 31  2015  the company had 1 282 owned  managed  or franchised hotels with approximately 362 300 rooms; and approximately 15 stand-alone vacation ownership resorts and residential properties. The company was founded in 1969 and is headquartered in Stamford  Connecticut.
DK,Delek US Holdings Inc,Delek US Energy  Inc.,2911,NYSE,Delek US Holdings  Inc   is an energy company  which engages in the petroleum refining; wholesale distribution of refined products; and convenience store retailing   It operates through the following segments  Refining  Logistics  and Retailing   The Refining segment involves in processing crude oil and manufacturing refined products  such as gasoline and distillate fuel   The Logistics segment focuses on owning and operating midstream energy infrastructure assets   The Retail segment operates under the MAPCO Express  MAPCO Mart  East Coast  Fast Food and Fuel  Favorite Markets  Delta Express and Discount Food Mart   The company was founded in April 2001 and is headquartered in Brentwood  TN  ,Delek US Holdings  Inc. operates as an integrated energy company that provides petroleum refining and transportation services. The company operates in two segments  Refining and Logistics. The Refining segment owns and operates two refineries in Tyler  Texas  and El Dorado  Arkansas; and produces various petroleum-based products used in transportation and industrial markets. This segment offers a range of products  such as gasoline  diesel  jet fuels  liquefied petroleum gas  and natural gas liquids  as well as biodiesel blended products. The Logistics segment gathers  transports  and stores crude oil and intermediate products  as well as markets  distributes  transports  and stores refined products. It also offers crude oil and refined product transportation services; terminalling; and wholesale marketing services to third parties in Texas  Tennessee  and Arkansas  as well as markets light products using third-party terminals. This segment owns or leases approximately 400 miles of crude oil transportation pipelines  366 miles of active refined product pipelines  600-mile crude oil gathering system  and associated crude oil storage tanks with an aggregate of 7.3 million barrels of active shell capacity. The company serves oil companies  independent refiners and marketers  jobbers  distributors  utility and transportation companies  independent retail fuel operators  and the United States government. Delek US Holdings  Inc. was founded in 2001 and is headquartered in Brentwood  Tennessee.
PKG,Packaging Corp of America,PACKAGING CORP OF AMERICA,2650,NYSE,Packaging Corporation of America manufactures and sells containerboard and corrugated packaging products   It operates through following segments  Packaging  Paper and Corporate and Other   The Packaging segment offers various corrugated packaging products   The Paper segment manufactures and sells a range of papers  including communication-based papers  and pressure sensitive papers and market pulp   The Corporate and other segment include support staff services and related assets and liabilities  transportation assets  and activity related to other ancillary support operations   The company was founded in 1959 and is headquartered in Lake Forest  IL  ,Packaging Corporation of America manufactures and sells containerboard and corrugated packaging products primarily in the United States. The company's Packaging segment offers various corrugated packaging products  such as conventional shipping containers used to protect and transport manufactured goods; multi-color boxes and displays that help to merchandise the packaged product in retail locations; and honeycomb protective packaging. This segment also produces packaging for meat  fresh fruit and vegetables  processed food  beverages  and other industrial and consumer products. The company sells its corrugated products through a direct sales and marketing organization  independent brokers  and distribution partners. Its Paper segment manufactures and sells white papers comprising commodity and specialty papers with various features  such as colors  coatings  high brightness  and recycled content. The company's white papers consist of communication papers  including cut-size office papers  and printing and converting papers; and pressure sensitive papers  such as release liners that are used to produce labels for use in consumer and commercially-packaged products. Packaging Corporation of America was founded in 1867 and is headquartered in Lake Forest  Illinois.
Q,QWEST COMMUNICATIONS INTERNATIONAL INC,QWEST COMMUNICATIONS INTERNATIONAL INC,4813,,N/A,N/A
HBI,HanesBrands Inc,Hanesbrands Inc.,5600,NYSE,Hanesbrands  Inc   is a consumer goods company  which engages in the design  manufacture  sourcing  and sale of men's and women's basic apparel   It operates its business through the following segments  Innerwear; Activewear Direct to Consumer; and International   The Innerwear segment focuses on core apparel products  such as intimate apparel; men's underwear; kids' underwear and socks; marketed under various brands   The Activewear segment serves activewear and casual wear markets through its Hanes  Champion  Just My Size  and Duofold brands  where it sells products such as T-shirts and fleece to both retailers and wholesalers   The Direct to Consumer segment operations include its outlet stores and Internet operations   The International segment includes products that span across the Innerwear and Outerwear segments   The company was founded by J   Wesley Hanes in 1901 and is headquartered in Winston-Salem  NC  ,Hanesbrands Inc.  a consumer goods company  designs  manufactures  sources  and sells various basic apparel for men  women  and children in the United States. The company operates through four segments: Innerwear  Activewear  Direct to Consumer  and International. It sells bras  panties  shapewears  hosiery  men's underwear  children's underwear  and socks; and other activewear  such as T-shirts  fleece  sport shirts  performance T-shirts and shorts  sports bras  and thermals  as well as licensed logo apparel in collegiate bookstores  mass retailers  and other channels. The company licenses its Champion name for footwear and sports accessories. It provides its products primarily under the Hanes  Champion  Maidenform  DIM  Playtex  Bali  JMS/Just My Size  Nur Die/Nur Der  L'eggs  Lovable  Wonderbra  Flexees  Lilyette  Gear for Sports  Bonds  Berlei  Shock Absorber  Abanderado  Rinbros  and Zorba brand names. The company markets its products through retailers  wholesalers  and third party embellishers  as well as directly to consumers. As of December 31  2016  it operated 252 outlet stores in the United States and the Commonwealth of Puerto Rico  as well as 460 retail and outlet stores internationally; and Websites under the Hanes  One Hanes Place  JMS/Just My Size  and Champion names.. The company also sells its products in Europe  Australia  Asia  Latin America  Canada  the Middle East  Africa  and the Caribbean. Hanesbrands Inc. was founded in 1901 and is headquartered in Winston-Salem  North Carolina.
RLGY,Realogy Holdings Corp,REALOGY HOLDINGS CORP.,6531,NYSE,Realogy Holdings Corp   is a residential real estate franchising and brokerage company   It operates through the following segments  Real Estate Franchise; Company Owned Real Estate Brokerage; Relocation  and Title and Settlement   The Real Estate Franchise Services segment includes franchising of residential real estate brokerages in the portfolio of brokerage brands  including Century 21  Coldwell Banker  Coldwell Banker Commercial  ERA  Sotheby's International Realty and Better Homes and Gardens Real Estate   The Company Owned Real Estate Brokerage Services segment comprises of residential real estate brokerage business under the Coldwell Banker  Corcoran  Sotheby's International Realty  ZipRealty and Citi HabitatsSM brand names   The Relocation Services segment offers relocation services designed to manage employee's move to facilitate a smooth transition   The Title and Settlement Services segment involves in assisting the closing of real estate transactions by providing full-service title and settlement   The company was founded on December 14  2006 and is headquartered in Madison  NJ  ,Realogy Holdings Corp. provides real estate services. It operates through four segments: Real Estate Franchise Services (RFG)  Company Owned Real Estate Brokerage Services (NRT)  Relocation Services (Cartus)  and Title and Settlement Services (TRG). The RFG segment franchises its real estate brokerage franchise systems under the Century 21  Coldwell Banker  Coldwell Banker Commercial  ERA  Sotheby's International Realty  and Better Homes and Gardens Real Estate brand names to real estate brokerage businesses. As of December 31  2016  this segment's real estate franchise systems had approximately 14 100 offices; and approximately 273 200 independent sales associates worldwide. The NRT segment owns and operates a full-service residential real estate brokerage business primarily under the Coldwell Banker  Corcoran  Sotheby's International Realty  ZipRealty  and Citi Habitats brand names to assist home buyers and sellers in listing  marketing  selling  and finding homes. The Cartus segment offers outsourced employee relocation services  such as homesale assistance; expense processing  relocation policy counseling  relocation-related accounting  and other consulting services; arranging household goods moving services; coordinating visa and immigration support  intercultural and language training  and expatriation/repatriation counseling and destination services; and group move management services to corporate clients for the transfer of their employees  as well as home buying and selling assistance to members of affinity clients. The TRG segment provides title and settlement services to real estate companies  affinity groups  corporations  and financial institutions. This segment also serves as an underwriter of title insurance policies in connection with residential and commercial real estate transactions. Realogy Holdings Corp. was incorporated in 2006 and is headquartered in Madison  New Jersey.
MAT,Mattel Inc,MATTEL INC /DE/,3942,NasdaqGS,Mattel  Inc   designs  manufactures  and markets a variety of toy products   It operates through the following segments  North America  International  and American Girl   The North America segment markets and sells toys in the Unites States and Canada through the Mattel Girls and Boys Brands; and Fisher-Price Brands categories   The International segment includes products marketed by the North America segment   The American Girl segment is a direct marketer  children's publisher  and retailer for its flagship line of historical dolls  books  and accessories  as well as the My American Girl and Bitty Baby brands   The company was founded by Elliot Handler  Ruth Handler and Harold Matson in 1945 and is headquartered in El Segundo  CA  ,Mattel  Inc. designs  manufactures  and markets a range of toy products worldwide. The company operates in three segments: North America  International  and American Girl. It offers dolls and accessories  vehicles and play sets  and games and puzzles under the Mattel Girls & Boys brands  including Barbie  Monster High  Ever After High  Polly Pocket  DC Super Hero Girl  Disney Classics  Hot Wheels  Matchbox  CARS  DC Comics  WWE Wrestling  Minecraft  Max Steel  Little Mommy  BOOMco.  and Toy Story. The company also provides its products under the Fisher-Price brands  such as Fisher-Price  Little People  BabyGear  Laugh & Learn  Imaginext  Thomas & Friends  Dora the Explorer  Mickey Mouse Clubhouse  Disney Jake  the Never Land Pirates  and Power Wheels. In addition  it offers its products under the American Girl brands comprising Truly Me  Girl of the Year  BeForever  Bitty Baby  and WellieWishers; and construction  and arts and crafts brands  such as MEGA BLOKS  RoseArt  and Board Dudes  as well as publishes the American Girl magazine. Mattel  Inc. sells its products directly to consumers via its catalog  Website  and proprietary retail stores  as well as directly to retailers  including discount and free-standing toy stores  chain stores  department stores  and other retail outlets; to wholesalers; and through agents and distributors. Mattel  Inc. was founded in 1945 and is headquartered in El Segundo  California.
